Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Los caminos de la luna","Farias, Juan",5874,985,3326,SALA,"I FAR",,,0,0,
"Dibujos para el alma","Felder, Marina",9910,5793,3326,"Sector infantil","I FEL",,,0,0,
"El libro de las Narraciones Maravillosas","Felder, Hernán",11045,4911,3326,,"I FEL",,,0,0,
"El libro de las Narraciones Maravillosas","Felder, Hernán",10997,4912,3326,,"I FEL",,,0,0,
"Narraciones maravillosas africanas","Felder, Hernán",11000,4909,3326,,"I FEL",,,0,0,
"Pequeño conejo","Feoli, Daniela",10622,4583,3326,"Sector infantil","I FEO",,,0,0,
"Contamos con todos",Ferrándiz,6006,1479,3326,SALA,"I FER",,,0,0,
"Juanito laguna ayuda a su madre","Ferrer, Horacio",8.073,4313,3326,,"I FER",,,0,0,
"Las mil y una noches de Irak","Ferrari, Andrea",12114,5888,3326,"Sector infantil","I FER",,,0,0,
"Los dioses campeones","Ferro, Beatriz",11889,5271,3326,,"I FER",,,0,0,
"Soy el robot","Fernandéz, Bernardo ",10819,5266,3326,,"I FER",,,0,0,
"Versos que no muerden","Ferro, Beatriz",10837,4220,3326,,"I FER",,,0,0,
"¿Querés saber que son las Bacterias y los Virus?","Fernández, Natalia",8377,5780,3326,"Sector infantil","I FER",,,0,0,
"Eduardo Galeano","Fink, Nadia",11797,5249,3326,"Sector infantil","I FIN",,,0,0,
"Julio Cortázar","Fink, Nadia",11104,4798,3326,"Sector infantil","I FIN",,,0,0,
"Las picardías de Hérshele","Fingueret, Manuela",4519,1071,3326,SALA,"I FIN",,,0,0,
"Las picardías de Hérshele","Fingueret, Manuela",4521,1072,3326,SALA,"I FIN",,,0,0,
"Las picardías de Hérshele","Fingueret, Manuela",4523,1073,3326,SALA,"I FIN",,,0,0,
"Las picardías de Hérshele","Fingueret, Manuela",6312,1949,3326,CG,"I FIN",,,0,0,
"Las picardías de Hérshele","Fingueret, Manuela",7988,4094,3326,,"I FIN",,,0,0,
"Las picardías del hérshele","Fingueret, Manuela",12106,5897,3326,"Sector infantil","I FIN",,,0,0,
"Polvo de tiza","Finkel, Berta",86,1277,3326,SALA,"I FIN",,,0,0,
"El libro de los insectos","Fitzsimons, Cecilia",7023,2947,3326,CG,"I FIT",,,0,0,
"Inodoro Pereyra 30","Fontanarrosa, Roberto",7609,3533,3326,CG,"I FON",,,0,0,
"La zorra y la cigüeña",Fontaine,6561,2259,3326,CG,"I FON",,,0,0,
"La zorra y la cigüeña","La Fontaine, Jean de",8795,5230,3326,"Sector infantil","I FON",,,0,0,
"El armatoste","Fortín, Raúl",7775,3698,3326,CG,"I FOR",,,0,0,
"Se largó a llover","Fortín, Raúl",7774,3697,3326,CG,"I FOR",,,0,0,
"Bruno, Teo y la bestia del espacio","Fraticelli, Damián",10953,4272,3326,,"I FRA",,,0,0,
"Jule y los Piratas","Funke, Cornelia",8866,4118,3326,,"I FUN",,,0,0,
"Esa mañana a las 10","Gadea de Leiguarda, Estela M.",7424,3348,3326,CG,"I GAD",,,0,0,
"El tiranosaurio quiere asust","Gaetán, Maura",8758,4581,3326,"Sector infantil","I GAE",,,0,0,
"El hada del Zapato","Galmez, Griselda",8442,4112,3326,,"I GAL",,,0,0,
"El caballo que tenía un sueño","Gambaro, Griselda",7839,3762,3326,CG,"I GAM",,,0,0,
"La cola mágica","Gambaro, Griselda",7501,3425,3326,CG,"I GAM",,,0,0,
"¿Querés saber qué son las estrellas?","Gangui, Alejandro",7403,3327,3326,CG,"I GAN",,,0,0,
"Conejito Boing Boing","García, Maria Luisa",88882,6069,3326,"Sector infantil","I GAR",,,0,0,
"Cuentos de agua","García, Silva Alejandra",6913,2809,3326,CG,"I GAR",,,0,0,
"Cuentos de agua","García, Silva Alejandra",6914,2810,3326,CG,"I GAR",,,0,0,
"El planeta azul","García Méndez, Luis Manuel",5642,1046,3326,SALA,"I GAR",,,0,0,
"El planeta azul","García Méndez, Luis Manuel",8447,4101,3326,,"I GAR",,,0,0,
"Gatito iau miau","García, María Luisa",10617,4668,3326,"Sector infantil","I GAR",,,0,0,
"Mariposa del aire","García Lorca, Federico",7757,3680,3326,CG,"I GAR",,,0,0,
"Un sembrado de estrellas","García, Lilia",10598,5182,3326,,"I GAR",,,0,0,
"Flor de loto, una princesa diferente","Gattari, Florencia",12406,6105,3326,"Sector infantil","I GAT",,,0,0,
"Leyendas Argentinas ","Gauna, Pablo",7548,3472,3326,CG,"I GAU",,,0,0,
"Noche sin luna","Keret, Etgar y Shira Gefen ",11347,4375,3326,,"I GEF",,,0,0,
"Ocupaciones de gente acupada","Gergely, Tibor",6049,1521,3326,SALA,"I GER",,,0,0,
"Cuentos con mi papá","Giardinelli, Mempo",7327,3251,3326,CG,"I GIA",,,0,0,
"Nuestro Mundo","Gibbs, Nick",11904,5748,3326,"Sector infantil","I GIB",,,0,0,
"El perro sabio y otros cuentos","Gibrán, Khalil",8796,3978,3326,,"I GIL",,,0,0,
"El rey Lear","Giménez Frontín, José Luis",6782,2669,3326,CG,"I GIM",,,0,0,
"Los libros no fueron siempre así","Glasman, Gabriel",7401,3325,3326,CG,"I GLA",,,0,0,
"La nariz","Gógol, Nikolái",10733,5267,3326,,"I GOG",,,0,0,
Pregúntame,"Gogni, Luciana",11.297,4357,3326,,"I GOG",,,0,0,
"Pregúntame-desafió demente 8-9 años","Gogni, Luciana",11299,4354,3326,,"I GOG",,,0,0,
"Pregúntame-desafió demente:10-11años","Gogni, Luciana",11300,4356,3326,,"I GOG",,,0,0,
"Preguntame:5-6años desafio demente","Gogni, Luciana",11296,4355,3326,,"I GOG",,,0,0,
"Cartero en apuros","Goldsack, Gaby",8277,5415,3326,"Sector infantil","I GOL",,,0,0,
"¿Quien le puso el nombre a la luna?","Goldberg, Mirta",9989,4127,3326,,"I GOL",,,0,0,
"La princesa y el pirata","Gómez Cerda, Alfredo",10839,4266,3326,,"I GOM",,,0,0,
"El aguará guazú y su presa","González Riga, Santiago",6821,2717,3326,CG,"I GON",,,0,0,
"La lagartija y su cola","González Riga, Santiago",6820,2716,3326,CG,"I GON",,,0,0,
"Todo de a dos","González Gil, Manuel",7516,3440,3326,CG,"I GON",,,0,0,
"Asterix y los normandos",Goscinny,6941,2837,3326,CG,"I GOS",,,0,0,
"Los amiguetes del pequeño Nicolás","Goscinny, René",6558,2256,3326,CG,"I GOS",,,0,0,
"100 cuentos de María Granata","Granata, María",5931,1321,3326,SALA,"I GRA",,,0,0,
"Agustín y la ventanita y las letras voladoras","Granata , María",7851,3774,3326,CG,"I GRA",,,0,0,
"Cien metros de gatos y un chaparrón de tinta","Granata, María",11533,5913,3326,"Sector infantil","I GRA",,,0,0,
"David y el fantasma","Gravel, François",8828,3956,3326,,"I GRA",,,0,0,
"David y los cangrejos negros","Gravel, François",8827,3968,3326,,"I GRA",,,0,0,
"defiéndete Julie","Graton, Jean",6563,2261,3326,CG,"I GRA",,,0,0,
"El cumpleaños del sol","Granata, María",12118,5867,3326,"Sector infantil","I GRA",,,0,0,
"El gallo Quiquiricó","Granata, María",10562,5604,3326,"Sector infantil","I GRA",,,0,0,
"El Gallo quirquincho y Los zancos traviesos","Granata, Maria",10548,4799,3326,"Sector infantil","I GRA",,,0,0,
"El niño azul","Granata, María",7387,3311,3326,CG,"I GRA",,,0,0,
"El río Turuntún y una orquesta original","Granata, María",7850,3773,3326,CG,"I GRA",,,0,0,
"El río Turuntún y una orquesta original","Granata, Maria",10547,4800,3326,"Sector infantil","I GRA",,,0,0,
"Gran enciclopedia de los pequeños 1",,6143,1619,3326,SALA,"I GRA",,,0,0,
"Gran enciclopedia de los pequeños 4",,6142,1618,3326,SALA,"I GRA",,,0,0,
"Gran enciclopedia de los pequeños 5",,6140,1616,3326,SALA,"I GRA",,,0,0,
"Gran enciclopedia de los pequeños 6",,6141,1617,3326,SALA,"I GRA",,,0,0,
"Grandes inventos",,7300,3224,3326,CG,"I GRA",,,0,0,
"Grandes y pequeños",,6807,2703,3326,CG,"I GRA",,,0,0,
"Julie Wood","Graton, Jean",6564,2262,3326,CG,"I GRA",,,0,0,
"La fiesta de los Lagartos","Granata, Maria",8156,4005,3326,,"I GRA",,,0,0,
"La selva disfrazada y una alegre visita","Granata, María",7852,3775,3326,CG,"I GRA",,,0,0,
"Serafín bonete colorado pico pico pico largo","Granata, María",7288,3212,3326,CG,"I GRA",,,0,0,
"Un capote de primera","Grau, Didi",9821,5805,3326,"Sector infantil","I GRA",,,0,0,
"Un lugar cómodo, cómodo","Grau, Didi",8777,3997,3326,,"I GRA",,,0,0,
"Una torre de caracoles y me falta un caballito","Granata, Maria",10542,5100,3326,"Sector infantil","I GRA",,,0,0,
"Viaje en globo","Granata, María",10248,5791,3326,"Sector infantil","I GRA",,,0,0,
"¡A comer!","Grau, Silvia",8215,4061,3326,,"I GRA",,,0,0,
"¡Coraje, Julie!","Graton, Jean",6562,2260,3326,CG,"I GRA",,,0,0,
"Blancanieves y los siete enanitos","Grimm, Jakob",12242,6016,3326,"Sector infantil","I GRI",,,0,0,
"Caperucita roja",Grimm,5909,1156,3326,SALA,"I GRI",,,0,0,
"El musicuento ",Grimm,4922,1191,3326,SALA,"I GRI",,,0,0,
"La luna",Grimm,6783,2670,3326,CG,"I GRI",,,0,0,
"Los hijos del vidriero","Gripe, María",7276,3200,3326,CG,"I GRI",,,0,0,
"Los músicos de Bremen","Grimm, Jacob",7790,3713,3326,CG,"I GRI",,,0,0,
"Ositos en la nieve","Grindley, Sally",8110,4032,3326,,"I GRI",,,0,0,
Chacharramendi,"Guinot, Juan",10596,5220,3326,"Sector infantil","I GUI",,,0,0,
"Felipe Noé","Guidalevich, Vali",10873,5800,3326,"Sector infantil","I GUI",,,0,0,
"Raúl Soldi","Guidalevich, Vali",10384,4725,3326,"Sector infantil","I GUI",,,0,0,
"Xul Solar","Guidalevich, Vali",12171,5917,3326,"Sector infantil","I GUI",,,0,0,
"Xul, Solar","Guidalevich, Vali",8123,4721,3326,"Sector infantil","I GUI",,,0,0,
"El barrilete más grande del mundo","Gutiérrez, José María",8613,5292,3326,,"I GUT",,,0,0,
"Viaje al país de las manzanas","Gutiérrez, Guillermo",7018,2942,3326,CG,"I GUT",,,0,0,
"Hansel y Gretel",,9891,4053,3326,,"I HAN",,,0,0,
"Amigo se escribe con H","Heredia, María Fernanda",10698,5238,3326,,"I HER",,,0,0,
"Hola, Andres, soy María otra vez","Heredia, María Fernanda",10900,4277,3326,,"I HER",,,0,0,
"Martín Fierro","Hernández, José",5983,1373,3326,SALA,"I HER",,,0,0,
Buscalacranes,"Hinojosa, Francisco",10754,4245,3326,,"I HIN",,,0,0,
"Historias de caminos y caminantes",,7254,3178,3326,CG,"I HIS",,,0,0,
"Historias de caminos y caminantes",,12236,6006,3326,"Sector infantil","I HIS",,,0,0,
"Historias pasadas",,7205,3129,3326,CG,"I HIS",,,0,0,
"Del Topito Birolo y de todo lo que pudo haberle caído en la cabeza","Holzwarth, Werner",4442,1189,3326,SALA,"I HOL",,,0,0,
Horrífera,,6785,2672,3326,CG,"I HOR",,,0,0,
"Semillas del canto","Huerta, David",9142,5344,3326,,"I HUE",,,0,0,
"El monje y el diablo","Hugo, Victor",8798,3977,3326,,"I HUG",,,0,0,
"El príncipe Vainilla y la princesa Chocolate","Huidobro, Norma",9209,4769,3326,"Sector infantil","I HUI",,,0,0,
"Los cuentos del abuelo Florián","Huidobro, Norma",9208,3947,3326,,"I HUI",,,0,0,
"sopa de diamantes","Norma huidobro",8822,5356,3326,,"I HUI",,,0,0,
"Te espero en la plaza","Huidobro, Norma",9721,5289,3326,,"I HUI",,,0,0,
"Un secreto en la ventana","Huidobro, Norma",10753,4728,3326,"Sector infantil","I HUI",,,0,0,
"La nariz de mi tío","Iannamico, Roberta",7867,3790,3326,CG,"I IAN",,,0,0,
"El país del viento","Iparraguirre, Sylvia",7336,3260,3326,CG,"I IPA",,,0,0,
"El burro flautista","Iriarte, Tomás",8799,5806,3326,"Sector infantil","I IRI",,,0,0,
"Fábulas literarias","Iriarte, Tomás de",5984,1374,3326,SALA,"I IRI",,,0,0,
"Olivia ","Iriarte, Ana",9216,5989,3326,"Sector infantil","I IRI",,,0,0,
"Petit, el monstruo",Isol,10369,5334,3326,"Sector infantil","I ISO",,,0,0,
"Personajes y expresiones",Istvansch,10608,6028,3326,"Sector infantil","I IST",,,0,0,
"Tijera y papel",Istvansch,10610,6027,3326,"Sector infantil","I IST",,,0,0,
"Pregonero, cuento para cuenteros","Itzcovich, Susana",10918,4218,3326,,"I ITZ",,,0,0,
"Juan Chorlito y el indio invisible",Janosch,5670,1101,3326,SALA,"I JAN",,,0,0,
Jeremías,,7220,3144,3326,CG,"I JER",,,0,0,
"Platero y yo","Jimenez, Juan Ramón",4791,1105,3326,SALA,"I JIM",,,0,0,
"El aire","Johnston, Tom",7295,3219,3326,CG,"I JOH",,,0,0,
"El jorobado de Notre Dame",,5312,1131,3326,SALA,"I JOR",,,0,0,
"Juego y pienso ",,8120,4052,3326,,"I JUE",,,0,0,
Reciclaje,"Kay, Adel",11880,5451,3326,,"I KAY",,,0,0,
Tejido,"Kay, Adel",11881,5450,3326,,"I KAY",,,0,0,
"Cuando Hitler robó el conejo rosa","Kerr, Judith",12261,6034,3326,"Sector infantil","I KER",,,0,0,
"El árbol que quería viajar","Kern, Sergio",7241,3165,3326,CG,"I KER",,,0,0,
"Cinco enfados","Keselman, Gabriela",9820,4014,3326,,"I KES",,,0,0,
"El cumpleaños de Enzo","Keselman, Gabriela",7255,3179,3326,CG,"I KES",,,0,0,
"Si tenes un papá mago...","Keselman, Gabriela",9144,5252,3326,"Sector infantil","I KES",,,0,0,
"Historias mágicas de oriente","Khalatbaree, Farideh",10746,4255,3326,,"I KHA",,,0,0,
"Historias Mágicas de oriente","Kahalatbaree, Farideh",10731,4717,3326,,"I KHA",,,0,0,
"El primer libro de la selva","Kipling, Rudyard",10242,5351,3326,,"I KIP",,,0,0,
"Terror mágico","Knoles, David",6886,2782,3326,CG,"I KNO",,,0,0,
"El expreso de los vampiros","Koltz, Tono",7413,3337,3326,CG,"I KOL",,,0,0,
"Agustina y cada cosa","Kovadloff, Santiago",8430,4109,3326,,"I KOV",,,0,0,
"El tobillo abandonado","Kovadloff,Santiago",8437,4100,3326,,"I KOV",,,0,0,
"Vamos al jardín","Kriger, Adriana",7282,3206,3326,CG,"I KRI",,,0,0,
"La zorra y la cigüeña y otras fábulas","La Fontaine, Jean de",7256,3180,3326,CG,"I LAF",,,0,0,
"Las dos cabritas","La Fontaine",5483,1169,3326,SALA,"I LAF",,,0,0,
"Los animales y la peste","La Fontaine",5478,1166,3326,SALA,"I LAF",,,0,0,
"El día más espantoso","Lago, Graciela",7777,3700,3326,CG,"I LAG",,,0,0,
"Historia con alpargatas, pavadas y carcajadas","Lago, Graciela",12105,5871,3326,"Sector infantil","I LAG",,,0,0,
"Historias con alpargatas, Pavadas y carcajadas","Lago, Graciela",8260,4082,3326,,"I LAG",,,0,0,
"Esperando la carroza","Langsner, Jacobo",7434,3358,3326,CG,"I LAN",,,0,0,
"La estrella verde","Landa, Maríasun",5482,1168,3326,SALA,"I LAN",,,0,0,
"Los dinosaurios","Lanzillotta de Romero, Susana Noemí",7831,3754,3326,CG,"I LAN",,,0,0,
"Caballero negro","Lardone, Lilia",5806,30,3326,SALA,"I LAR",,,0,0,
"La banda de los coleccionistas ","Lardone, Lilia",10915,5273,3326,,"I LAR",,,0,0,
"Sol y luna","Larrenla, Enric",5925,1201,3326,SALA,"I LAR",,,0,0,
"Una Larga travesía",,12226,5998,3326,"Sector infantil","I LAR",,,0,0,
"Las cuentas del osito","Albert, Vanesa",10564,4793,3326,," I LAS",,,0,0,
"Lecturas que atrapan",,12100,5818,3326,"Sector infantil","I LEC",,,0,0,
"La Bruja ","Lenoir, Philippe",8102,4031,3326,,"I LEN",,,0,0,
"El cumpleaños del Chanchito","Leonard, Marcia",5488,1128,3326,SALA,"I LEO",,,0,0,
"El patito ","Leonard, Marcia",5906,1153,3326,SALA,"I LEO",,,0,0,
"El pequeño búho deja el nido","Leonard, Marcia",5927,1203,3326,SALA,"I LEO",,,0,0,
"La hermana menor del conejito","Leonard, Marcia",5907,1154,3326,SALA,"I LEO",,,0,0,
"Leo con pictogramas",,6805,2701,3326,CG,"I LEO",,,0,0,
"Una caperucita roja","Leray, Marjolaine",11326,4703,3326,"Sector infantil","I LER",,,0,0,
"Tiempo de barrilete","Lesta, Rolando",5500,1186,3326,SALA,"I LES",,,0,0,
"Tiempo de barrilete","Lesta, Rolando",5259,4024,3326,,"I LES",,,0,0,
"El libro de la selva",,5533,1135,3326,SALA,"I LIB",,,0,0,
"El libro de los colmos",,7187,3111,3326,CG,"I LIB",,,0,0,
"El libro de los trabalenguas",,7186,3110,3326,CG,"I LIB",,,0,0,
"El libro de oro de las adivinanzas",,7153,3077,3326,CG,"I LIB",,,0,0,
"La liebre",,7143,3067,3326,CG,"I LIB",,,0,0,
"El mercado de las pulgas","Lima, Juan",10751,4252,3326,,"I LIM",,,0,0,
"En el bosque ",Liniers,11084,4765,3326,"Sector infantil","I LIN",,,0,0,
"Macanudo 2",Liniers,11306,4367,3326,,"I LIN",,,0,0,
"Un ser llamado Regina","Lispector, Clarice",11871,5602,3326,"Sector infantil","I LIS",,,0,0,
Vacio,"LLenas, Anna",11867,5152,3326,,"I LLE",,,0,0,
"Aprendo a sumar, restar, multiplicar y dividir","Lofret, Esteban",9731,4072,3326,,"I LOF",,,0,0,
"Los secretos de mamá","Loguercio, Carmen",8786,5740,3326,"Sector infantil","I LOG",,,0,0,
"Los secretos de mamá","Loguercio, Carmen",8788,5741,3326,"Sector infantil","I LOG",,,0,0,
"Pepa, la araña tejedora","Loguercio, Carmen",5260,4078,3326,,"I LOG",,,0,0,
"Colmillo Blanco","London, Jack",7977,5762,3326,"Sector infantil","I LON",,,0,0,
"La función de teatro","López, Horacio",7841,3764,3326,CG,"I LOP",,,0,0,
"Si yo fuera monstruo","Mónica López, Valeria Dávila",10485,4750,3326,"Sector infantil","I LOP",,,0,0,
"12 poemas de Federico Garcia Loca","Lorca, Federico",11078,5065,3326,"Sector infantil","I LOR",,,0,0,
"200 chistes de animales","Jorge R. Loretto",11875,5400,3326,,"I LOR",,,0,0,
"Mariposa del aire","Garcia Lorca, Federico",8427,4095,3326,,"I LOR",,,0,0,
"Pregúntame Adivinanzas ","Loretto, Jorge",11301,4353,3326,,"I LOR",,,0,0,
"Los tres monstruos",,8685,4071,3326,,"I LOS",,,0,0,
"Trece  cuentos para Manuel","De Luca, Vicente",11682,5738,3326,"Sector infantil","I LUC",,,0,0,
"Palabras manzana","Luján, Jorge",9134,3964,3326,,"I LUJ",,,0,0,
"Palabras manzana","Luján, Jorge",10816,4222,3326,,"I LUJ",,,0,0,
"Lucky Luke",,7291,3215,3326,CG,"I LUK",,,0,0,
"Luna lunera",,7744,3667,3326,CG,"I LUN",,,0,0,
"Los chicos de América","Lynch, Benito",1918,5752,3326,"Sector infantil","I LYN",,,0,0,
"Algunos miedos","Machado, Ana María",9798,3951,3326,,"I MAC",,,0,0,
"Anselmo Tobillolargo","Macjus, Cristina",7860,3783,3326,CG,"I MAC",,,0,0,
"El domador de monstruos ","Machado, Ana María",8267,5293,3326,,"I MAC",,,0,0,
"La tortuga sabia y el mono entrometido","Machado, Ana María",8863,5802,3326,"Sector infantil","I MAC",,,0,0,
"Qué fácil es volar","Machado, Antonio",8870,3987,3326,,"I MAC",,,0,0,
"Qué fácil es volar","Machado, Antonio",8425,4103,3326,,"I MAC",,,0,0,
"¡Qué confusión!","Machado, Ana María",7842,3765,3326,CG,"I MAC",,,0,0,
"El espejito de la montaña","Maderal, Lucila",6048,1520,3326,SALA,"I MAD",,,0,0,
Rutinero,"Madrigal, Níger",10834,5269,3326,,"I MAD",,,0,0,
Bambá,"Mainé, Margarita",7607,3531,3326,CG,"I MAI",,,0,0,
"Cartas a un gnomo","Mainé, Margarita",4405,1043,3326,SALA,"I MAI",,,0,0,
"De colores y sonidos","Maitia, Patricia",9127,4115,3326,,"I MAI",,,0,0,
"Espantosos rugidos","Mainé, Margarita",12409,6111,3326,"Sector infantil","I MAI",,,0,0,
"La familia López","Mainé, Margarita",8875,5297,3326,,"I MAI",,,0,0,
"Un mar muy mojado","Margarita Mainè",8099,5401,3326,,"I MAI",,,0,0,
"Vi un árbol","Mainero, Mercedes",7773,3696,3326,CG,"I MAI",,,0,0,
"Esa mañana","Malpica, Antonio",11869,5523,3326,"Sector infantil","I MAL",,,0,0,
"Un violoncello llamado Gómez","Malinow, Inés",7017,2941,3326,CG,"I MAL",,,0,0,
"Ciudad Laberinto","Mañas, Pedro",10843,4281,3326,,"I MAÑ",,,0,0,
"La mala del cuento","Mansour, Vivian",10732,4763,3326,"Sector infantil","I MAN",,,0,0,
"Las manchas del sapo",,5690,1136,3326,SALA,"I MAN",,,0,0,
"A la escuela con Cinthia Scoch","Mariño, Ricardo",10968,4273,3326,,"I MAR",,,0,0,
"Antología para los más pequeños","Martínez Seeber, Estela A. de",184,1409,3326,SALA,"I MAR",,,0,0,
"Aventuras en el mar entre tormentas y ballenas","Martín, Susana",9843,3984,3326,,"I MAR",,,0,0,
"Cinthia Scoch y la guerra al malón","Mariño, Ricardo",7020,2944,3326,CG,"I MAR",,,0,0,
"El casamiento del número tres","Maritano, Alma",8446,4097,3326,,"I MAR",,,0,0,
"El gallito","Martínez, Paulina",4440,1123,3326,SALA,"I MAR",,,0,0,
"El Héroe y otros cuentos","Mariño, Ricardo",10672,4903,3326,,"I MAR",,,0,0,
"El insoportable","Mariño, Ricardo",12016,5629,3326,"Sector infantil","I MAR",,,0,0,
"El invitado","Martinez, Griselda",10941,4225,3326,,"I MAR",,,0,0,
"El molinete","Martínez, Carlos Adrián",1647,1049,3326,SALA,"I MAR",,,0,0,
"El ratón superhéroe","Mariño, Ricardo",7118,3042,3326,CG,"I MAR",,,0,0,
"El regreso de las hadas","Ricardo Mariño",8458,5418,3326,,"I MAR",,,0,0,
"El sapo Camilo","Mariño, Ricardo",7853,3776,3326,CG,"I MAR",,,0,0,
Eulato,"Mariño, Ricardo",12108,5893,3326,"Sector infantil","I MAR",,,0,0,
"La casa maldita","Mariño, Ricardo",7739,3662,3326,CG,"I MAR",,,0,0,
"La gata galleta y Lara y el duende","Mariño, Ricardo",5797,21,3326,sala,"I MAR",,,0,0,
"La gata Galleta y Lara y el duende","Mariño, Ricardo",7844,3767,3326,CG,"I MAR",,,0,0,
"La leyenda del Ceibo","Marcese, Aída E.",8808,4015,3326,,"I MAR",,,0,0,
"La Leyenda Del Salmón y el Martin Pescador","Mariño, Ricardo",9765,3991,3326,,"I MAR",,,0,0,
"La ovejita 100 y aventuras de Tuk","Mariño, Ricardo",5798,22,3326,sala,"I MAR",,,0,0,
"La resta en movimiento","Marshall, Ray",5926,1202,3326,SALA,"I MAR",,,0,0,
"La revolución","Mariño, Ricardo",8519,4731,3326,"Sector infantil","I MAR",,,0,0,
"Leyendas americanas","Martínez, Paulina",4020,1303,3326,SALA,"I MAR",,,0,0,
"Leyendas de América latina contadas para niños","Martinez, Fernando",11395,4370,3326,,"I MAR",,,0,0,
"Leyendas del centro del país","Martínez, Paulina",7834,3757,3326,CG,"I MAR",,,0,0,
"Leyendas del Noroeste","Martínez, Paulina",7832,3755,3326,CG,"I MAR",,,0,0,
"Lo que cuentan los incas","Marcuse, Aída E.",6396,2069,3326,CG,"I MAR",,,0,0,
"Lo único del mundo","Mariño, Ricardo",7922,3845,3326,CG,"I MAR",,,0,0,
"María Chucena",,7740,3663,3326,CG,"I MAR",,,0,0,
"María Sapa",,7745,3668,3326,CG,"I MAR",,,0,0,
"María Sapa","Medina, Pablo",9130,5739,3326,"Sector infantil","I MAR",,,0,0,
"Mi primer hermanito","Marleau, Eve",12240,6014,3326,"Sector infantil","I MAR",,,0,0,
"Perdido en la selva","Mariño, Ricardo",12259,6036,3326,"Sector infantil","I MAR",,,0,0,
"Una t para coca","Martín, Cristina",8813,3970,3326,,"I MAR",,,0,0,
"La historia de Vicent van Gogh","Marìa Susana Massabò",8539,5417,3326,,"I MAS",,,0,0,
"Capitanes de plástico","Mateos, Pilar",5371,1094,3326,SALA,"I MAT",,,0,0,
"La bruja Mon","Mateos, Pilar",6559,2257,3326,CG,"I MAT",,,0,0,
"¿De dónde venimos?","Mayle, Peter",7245,3169,3326,CG,"I MAY",,,0,0,
"Moby Dick","Melville, Hernan",7281,3205,3326,CG,"I MEL",,,0,0,
"Super adivinanzas","Melantoni, Enrique",9054,5270,3326,,"I MEL",,,0,0,
"El aprendiz","Méndez, Mario",8526,5240,3326,,"I MEN",,,0,0,
"El fantasma de francisca","Mendaz, Mario",11401,4358,3326,,"I MEN",,,0,0,
"El monstruo de las frambuesas","Méndez, Mario",9781,3948,3326,,"I MEN",,,0,0,
"Los mares de Valentin","Méndez, Ana",9861,4121,3326,,"I MEN",,,0,0,
"El viaje de Kuno","Merz, Klaus",10827,4247,3326,,"I MER",,,0,0,
"Lobo Siberiano","Metalli, Alver",9797,4002,3326,,"I MET",,,0,0,
"Abriendo las ventanitas","Midón, Hugo",9995,4034,3326,,"I MID",,,0,0,
"Al Agua, pato","Midón, Hugo",9993,4126,3326,,"I MID",,,0,0,
"Botellas por el mar","Midón, Hugo",9996,4033,3326,,"I MID",,,0,0,
"Botellas por el mar","Midón, Hugo",10221,5787,3326,"Sector infantil","I MID",,,0,0,
"Las mil y una noches",,4709,1070,3326,SALA,"I MIL",,,0,0,
"Mi primer libro",,6008,1481,3326,SALA,"I MIP",,,0,0,
"Mi primer libro pop de ",,6810,2706,3326,CG,"I MIP",,,0,0,
"Mitología griega","Montes, Graciela",1642,1074,3326,SALA,"I MIT",,,0,0,
"Animal enamorado","Mó, María Rosa",10833,4288,3326,,"I MÓ",,,0,0,
"Perlas de bruja","Mó, María Rosa",10846,4285,3326,,"I MÓ",,,0,0,
"Colón, tras la ruta de poniente","Molina, María Isabel",11992,6065,3326,"Sector infantil","I MOL",,,0,0,
"La leyenda de las estrellas","Moledo, Leonardo",7799,3722,3326,CG,"I MOL",,,0,0,
"La Leyenda de Las Estrellas","Moledo, Leonardo",8103,4017,3326,,"I MOL",,,0,0,
"Así nació Nicolodo","Montes, Graciela",5249,1121,3326,SALA,"I MON",,,0,0,
"Capitán Flp","Montour, Nancy",9836,5349,3326,"Sector infantil","I MON",,,0,0,
Carlota,"Monreal, Violeta",7412,3336,3326,CG,"I MON",,,0,0,
"Cuatro calles y un problema","Montes, Graciela",7182,3106,3326,CG,"I MON",,,0,0,
"Cuatro calles y un problema","Montes, Graciela",11851,5226,3326,"Sector infantil","I MON",,,0,0,
"Cuentos del sapo","Montes, Graciela",6399,2072,3326,CG,"I MON",,,0,0,
"Dédalo, el hombre que aprendió a volar","Montes, Graciela",5831,61,3326,SALA,"I MON",,,0,0,
"Doña Clementina queridita, la achicadora","Montes, Graciela",8426,4113,3326,,"I MON",,,0,0,
"Doña Clementina queridita, la Achicadora","Montes, Graciela",12107,5887,3326,"Sector infantil","I MON",,,0,0,
"El caballo de Troya","Montes, Graciela",5829,59,3326,SALA,"I MON",,,0,0,
"El cumpleaños de Cristina","Montes, Graciela",5247,1124,3326,SALA,"I MON",,,0,0,
"El largo viaje de Ulises","Montes, Graciela",5830,60,3326,SALA,"I MON",,,0,0,
"El trencito de los cuentos","Montero, Mario",5932,1322,3326,SALA,"I MON",,,0,0,
"Emita y Emota en... ¿Ahora quién me aúpa?","Montes, Graciela",5837,117,3326,SALA,"I MON",,,0,0,
"Federico y el mar","Montes , Graciela",7794,3717,3326,CG,"I MON",,,0,0,
